# Constructed from biom file
#OTU ID	N1.1	N1.2	N1.3	N1.4	N1.5	N2.1	N2.2	N3.1	N3.2	N3.3	N4.1	N4.2	N4.3	N4.4	N5.1	N5.2	N5.3	N5.4	N6.1	N6.2	N6.3	N6.4	N7.1	N7.2	N8.1	N8.2	N8.3	N8.4	C1	C2	C3	C4	taxonomy
ASV_203	3.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	3.0	25.0	0.0	35.0	5.0	6.0	8.0	0.0	15.0	32.0	12.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	9.0	2.0	4.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Ruminococcus; s__Ruminococcus_champanellensis 18P13 = JCM 17042
ASV_204	41.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	93.0	0.0	21.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Waltera; s__Waltera_intestinalis
ASV_205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	8.0	16.0	4.0	4.0	0.0	0.0	6.0	4.0	27.0	0.0	0.0	11.0	0.0	0.0	19.0	0.0	0.0	74.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix_alysoides
ASV_206	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	22.0	51.0	0.0	16.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Clostridiaceae; g__Clostridium; s__Clostridium_phoceensis
ASV_207	0.0	0.0	0.0	0.0	0.0	0.0	177.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix_alysoides
ASV_208	0.0	0.0	0.0	0.0	0.0	98.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Waltera; s__Waltera_intestinalis
ASV_209	0.0	0.0	0.0	26.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0	0.0	0.0	16.0	6.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	22.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Eisenbergiella; s__Eisenbergiella_porci
ASV_210	0.0	36.0	0.0	4.0	13.0	4.0	15.0	0.0	0.0	0.0	11.0	0.0	0.0	19.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	2.0	47.0	4.0	0.0	0.0	2.0	4.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Anaerobacterium; s__Anaerobacterium_chartisolvens
ASV_211	5.0	14.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	14.0	14.0	0.0	0.0	6.0	13.0	18.0	12.0	31.0	3.0	7.0	4.0	0.0	0.0	0.0	0.0	15.0	7.0	0.0	0.0	0.0	3.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Anaerobacterium; s__Anaerobacterium_chartisolvens
ASV_212	17.0	0.0	0.0	0.0	0.0	7.0	7.0	3.0	30.0	0.0	0.0	0.0	24.0	4.0	3.0	0.0	20.0	0.0	0.0	6.0	4.0	0.0	0.0	10.0	0.0	4.0	0.0	0.0	0.0	25.0	4.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Oscillibacter; s__Oscillibacter_valericigenes
ASV_213	9.0	6.0	0.0	0.0	0.0	0.0	10.0	0.0	34.0	0.0	0.0	0.0	38.0	7.0	7.0	2.0	20.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	0.0	0.0	5.0	0.0	4.0	16.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Christensenellaceae; g__Christensenella; s__Christensenella_minuta
ASV_214	22.0	5.0	0.0	0.0	0.0	11.0	0.0	0.0	44.0	0.0	0.0	0.0	23.0	17.0	0.0	12.0	0.0	0.0	7.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	0.0	5.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Christensenellaceae; g__Christensenella; s__Christensenella_minuta
ASV_215	34.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	31.0	5.0	0.0	0.0	0.0	0.0	0.0	16.0	11.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Vescimonas; s__Vescimonas_fastidiosa
ASV_216	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	21.0	45.0	70.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_217	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	162.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix_alysoides
ASV_218	3.0	0.0	0.0	0.0	0.0	11.0	0.0	10.0	33.0	0.0	6.0	4.0	0.0	11.0	4.0	5.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	5.0	8.0	6.0	0.0	17.0	10.0	0.0	4.0	12.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Lactococcus; s__Lactococcus_formosensis
ASV_219	0.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	12.0	0.0	20.0	0.0	0.0	0.0	0.0	44.0	0.0	0.0	0.0	0.0	0.0	52.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum; s__Muribaculum_gordoncarteri
ASV_220	0.0	0.0	0.0	41.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	6.0	0.0	0.0	0.0	0.0	15.0	15.0	19.0	0.0	0.0	0.0	22.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix_alysoides
ASV_221	0.0	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_freteri
ASV_222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	33.0	46.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_223	4.0	0.0	3.0	0.0	3.0	7.0	6.0	9.0	10.0	8.0	0.0	6.0	0.0	4.0	9.0	2.0	8.0	14.0	0.0	0.0	0.0	0.0	5.0	6.0	5.0	0.0	5.0	0.0	16.0	0.0	16.0	10.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_freteri
ASV_224	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	35.0	0.0	16.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	46.0	0.0	0.0	19.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix_alysoides
ASV_225	23.0	0.0	0.0	0.0	0.0	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	2.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Lachnoclostridium; s__Lachnoclostridium_edouardi
ASV_226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	59.0	55.0	k__Bacteria; p__Actinobacteria; c__Actinomycetia; o__Corynebacteriales; f__Corynebacteriaceae; g__Corynebacterium; s__Corynebacterium_dentalis
ASV_227	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Vescimonas; s__Vescimonas_fastidiosa
ASV_228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Fusimonas; s__Fusimonas_intestini
ASV_229	51.0	0.0	0.0	0.0	5.0	0.0	14.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	20.0	0.0	7.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Phocea; s__Phocea_massiliensis
ASV_230	13.0	0.0	5.0	3.0	5.0	3.0	3.0	6.0	10.0	4.0	0.0	0.0	0.0	5.0	0.0	13.0	11.0	0.0	5.0	6.0	12.0	3.0	0.0	0.0	0.0	2.0	4.0	7.0	13.0	0.0	7.0	9.0	Unassigned
ASV_231	0.0	0.0	18.0	12.0	0.0	0.0	0.0	0.0	11.0	21.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	10.0	16.0	0.0	6.0	0.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_freteri
ASV_232	92.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	11.0	3.0	0.0	0.0	14.0	0.0	0.0	2.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Christensenellaceae; g__Guopingia; s__Guopingia_tenuis
ASV_233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	76.0	0.0	0.0	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Faecalimonas; s__Faecalimonas_umbilicata
ASV_234	16.0	0.0	21.0	0.0	4.0	7.0	0.0	0.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Christensenellaceae; g__Christensenella; s__Christensenella_minuta
ASV_235	17.0	0.0	25.0	2.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	15.0	0.0	21.0	14.0	7.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Anaerobacterium; s__Anaerobacterium_chartisolvens
ASV_236	32.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	21.0	25.0	31.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	3.0	0.0	0.0	2.0	3.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Clostridiaceae; g__Clostridium; s__Clostridium_phoceensis
ASV_237	11.0	0.0	0.0	0.0	0.0	13.0	18.0	3.0	0.0	0.0	0.0	0.0	24.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	4.0	0.0	0.0	0.0	0.0	0.0	20.0	24.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Eubacteriaceae; g__Eubacterium; s__Eubacterium_coprostanoligenes
ASV_238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	25.0	0.0	0.0	0.0	0.0	0.0	100.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Ruminococcus; s__Ruminococcus_callidus
ASV_239	0.0	0.0	8.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	32.0	14.0	21.0	15.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_freteri
ASV_240	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	120.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix_alysoides
ASV_241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	25.0	14.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	0.0	0.0	21.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix_alysoides
ASV_242	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	50.0	0.0	15.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	3.0	18.0	17.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Christensenellaceae; g__Guopingia; s__Guopingia_tenuis
ASV_243	0.0	0.0	0.0	9.0	11.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	20.0	17.0	19.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_244	0.0	0.0	0.0	13.0	0.0	7.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	11.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	14.0	0.0	12.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Eisenbergiella; s__Eisenbergiella_porci
ASV_245	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	0.0	7.0	6.0	54.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	11.0	16.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Clostridiaceae; g__Clostridium; s__Clostridium_phoceensis
ASV_246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	137.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae; g__Breznakia; s__Breznakia_pachnodae
ASV_247	0.0	3.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	6.0	20.0	20.0	0.0	7.0	7.0	0.0	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	11.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Acetivibrio; s__Acetivibrio_alkalicellulosi
ASV_248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	7.0	0.0	17.0	47.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	7.0	0.0	4.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix_alysoides
ASV_249	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	116.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	3.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Clostridiaceae; g__Clostridium; s__Clostridium_phoceensis
ASV_250	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	137.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix_alysoides
ASV_251	5.0	6.0	2.0	0.0	0.0	0.0	0.0	11.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	15.0	8.0	12.0	7.0	5.0	0.0	0.0	24.0	4.0	0.0	8.0	0.0	0.0	0.0	4.0	10.0	8.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Solibaculum; s__Solibaculum_mannosilyticum
ASV_252	11.0	0.0	10.0	58.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__[Eubacterium]; s__[Eubacterium]_siraeum
ASV_253	23.0	0.0	2.0	3.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	12.0	7.0	0.0	0.0	11.0	21.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	17.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Vescimonas; s__Vescimonas_fastidiosa
ASV_254	0.0	7.0	0.0	0.0	0.0	0.0	3.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	11.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	25.0	28.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Ruminococcus; s__Ruminococcus_champanellensis 18P13 = JCM 17042
ASV_255	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	40.0	20.0	0.0	0.0	38.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix_alysoides
ASV_256	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	39.0	0.0	11.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Fusimonas; s__Fusimonas_intestini
ASV_257	25.0	0.0	0.0	6.0	0.0	0.0	4.0	0.0	0.0	0.0	20.0	0.0	42.0	0.0	5.0	5.0	0.0	0.0	3.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Acetatifactor; s__Acetatifactor_muris
ASV_258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	20.0	0.0	19.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix_alysoides
ASV_259	0.0	0.0	4.0	0.0	0.0	13.0	0.0	3.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	13.0	21.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	42.0	0.0	12.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Christensenellaceae; g__Christensenella; s__Christensenella_massiliensis
ASV_260	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Waltera; s__Waltera_intestinalis
ASV_261	0.0	0.0	0.0	0.0	0.0	46.0	65.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Anaerotruncus; s__Anaerotruncus_massiliensis
ASV_262	0.0	0.0	0.0	0.0	4.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	4.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Acetivibrio; s__Acetivibrio_alkalicellulosi
ASV_263	0.0	0.0	0.0	11.0	7.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	4.0	3.0	0.0	14.0	14.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	0.0	0.0	19.0	8.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Clostridiaceae; g__Clostridium; s__Clostridium_phoceensis
ASV_264	0.0	7.0	0.0	10.0	0.0	0.0	32.0	0.0	7.0	0.0	3.0	8.0	4.0	0.0	0.0	22.0	10.0	0.0	0.0	4.0	0.0	0.0	0.0	5.0	0.0	4.0	0.0	0.0	0.0	7.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Oscillibacter; s__Oscillibacter_valericigenes
ASV_265	0.0	0.0	0.0	0.0	0.0	13.0	19.0	0.0	12.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	4.0	21.0	25.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Vescimonas; s__Vescimonas_fastidiosa
ASV_266	0.0	0.0	5.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Anaerotignum; s__Anaerotignum_lactatifermentans
ASV_267	36.0	0.0	0.0	0.0	0.0	10.0	33.0	0.0	0.0	0.0	3.0	0.0	15.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	5.0	k__Bacteria; p__Firmicutes; c__Firmicutes; o__Firmicutes; f__Firmicutes; g__Negativibacillus; s__Negativibacillus_massiliensis
ASV_268	0.0	0.0	0.0	4.0	0.0	10.0	35.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	18.0	0.0	0.0	8.0	0.0	8.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	3.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Clostridiaceae; g__Clostridium; s__Clostridium_phoceensis
ASV_269	2.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	22.0	8.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5.0	46.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Eubacteriales Family XII. Incertae Sedis; g__Fusibacter; s__Fusibacter_fontis
