# Constructed from biom file
#OTU ID	N1.1	N1.2	N1.3	N1.4	N1.5	N2.1	N2.2	N3.1	N3.2	N3.3	N4.1	N4.2	N4.3	N4.4	N5.1	N5.2	N5.3	N5.4	N6.1	N6.2	N6.3	N6.4	N7.1	N7.2	N8.1	N8.2	N8.3	N8.4	C1	C2	C3	C4	taxonomy
ASV_1	1522.0	654.0	1612.0	1052.0	1185.0	1395.0	1123.0	1585.0	654.0	1218.0	872.0	650.0	907.0	463.0	1180.0	549.0	762.0	1549.0	929.0	127.0	927.0	562.0	877.0	798.0	795.0	554.0	943.0	932.0	1019.0	363.0	965.0	856.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum; s__Muribaculum_gordoncarteri
ASV_2	351.0	1243.0	902.0	356.0	600.0	1060.0	524.0	751.0	327.0	611.0	624.0	326.0	599.0	799.0	966.0	926.0	1110.0	1700.0	1088.0	361.0	1227.0	1777.0	1428.0	896.0	983.0	975.0	910.0	1662.0	590.0	485.0	828.0	710.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_muris
ASV_3	316.0	1259.0	810.0	269.0	517.0	1043.0	498.0	734.0	307.0	595.0	644.0	329.0	529.0	731.0	891.0	839.0	1005.0	1688.0	1043.0	368.0	1030.0	1558.0	1531.0	884.0	889.0	1053.0	833.0	1528.0	636.0	441.0	741.0	668.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_muris
ASV_4	593.0	655.0	464.0	597.0	488.0	499.0	306.0	643.0	305.0	828.0	736.0	624.0	745.0	898.0	410.0	593.0	778.0	993.0	468.0	663.0	1043.0	681.0	1018.0	707.0	481.0	711.0	753.0	671.0	578.0	314.0	556.0	543.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum; s__Muribaculum_gordoncarteri
ASV_5	569.0	547.0	439.0	521.0	466.0	406.0	282.0	622.0	252.0	820.0	664.0	555.0	661.0	781.0	375.0	622.0	728.0	1023.0	440.0	538.0	994.0	682.0	998.0	715.0	437.0	640.0	787.0	646.0	550.0	231.0	467.0	439.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum; s__Muribaculum_gordoncarteri
ASV_6	410.0	1267.0	612.0	922.0	691.0	235.0	346.0	176.0	178.0	579.0	865.0	589.0	379.0	362.0	495.0	786.0	211.0	235.0	769.0	425.0	1187.0	1337.0	718.0	350.0	351.0	883.0	350.0	476.0	349.0	321.0	456.0	403.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_acidifaciens
ASV_7	674.0	487.0	403.0	264.0	519.0	468.0	540.0	313.0	539.0	211.0	461.0	203.0	1245.0	778.0	539.0	851.0	997.0	70.0	736.0	1299.0	474.0	86.0	280.0	404.0	150.0	640.0	436.0	269.0	436.0	890.0	332.0	328.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae; g__Alistipes; s__Alistipes_dispar
ASV_8	746.0	455.0	866.0	566.0	636.0	651.0	537.0	771.0	348.0	650.0	566.0	352.0	485.0	252.0	606.0	268.0	367.0	839.0	441.0	54.0	490.0	281.0	568.0	418.0	408.0	293.0	505.0	481.0	511.0	244.0	462.0	443.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum; s__Muribaculum_gordoncarteri
ASV_9	664.0	413.0	755.0	475.0	569.0	658.0	514.0	738.0	274.0	637.0	471.0	350.0	421.0	245.0	549.0	248.0	325.0	765.0	433.0	61.0	440.0	265.0	551.0	492.0	428.0	302.0	529.0	441.0	499.0	221.0	432.0	393.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum; s__Muribaculum_gordoncarteri
ASV_10	26.0	97.0	5.0	1456.0	62.0	615.0	1717.0	71.0	4548.0	19.0	85.0	982.0	526.0	64.0	122.0	716.0	18.0	6.0	84.0	13.0	215.0	4.0	127.0	1598.0	176.0	70.0	151.0	8.0	41.0	254.0	83.0	105.0	k__Bacteria; p__Deferribacteres; c__Deferribacteres; o__Deferribacterales; f__Mucispirillaceae; g__Mucispirillum; s__Mucispirillum_schaedleri
ASV_11	345.0	962.0	593.0	818.0	562.0	194.0	288.0	142.0	141.0	571.0	740.0	458.0	285.0	288.0	390.0	576.0	165.0	204.0	489.0	326.0	666.0	808.0	647.0	257.0	278.0	670.0	333.0	475.0	274.0	243.0	361.0	366.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_acidifaciens
ASV_12	185.0	485.0	260.0	233.0	201.0	427.0	367.0	863.0	259.0	554.0	186.0	163.0	439.0	507.0	234.0	270.0	312.0	418.0	290.0	463.0	336.0	551.0	251.0	436.0	330.0	464.0	260.0	459.0	994.0	395.0	618.0	601.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_muris
ASV_13	164.0	568.0	278.0	223.0	149.0	347.0	297.0	926.0	280.0	505.0	196.0	166.0	378.0	555.0	229.0	290.0	320.0	366.0	288.0	395.0	347.0	658.0	253.0	400.0	324.0	454.0	269.0	468.0	977.0	341.0	485.0	489.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_freteri
ASV_14	190.0	191.0	227.0	531.0	244.0	103.0	114.0	41.0	59.0	111.0	833.0	1034.0	441.0	228.0	643.0	368.0	449.0	325.0	438.0	517.0	883.0	1188.0	164.0	192.0	495.0	656.0	295.0	222.0	25.0	178.0	285.0	263.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_muris
ASV_15	163.0	466.0	242.0	197.0	160.0	405.0	375.0	785.0	228.0	487.0	184.0	168.0	353.0	495.0	164.0	277.0	299.0	357.0	271.0	395.0	310.0	543.0	258.0	384.0	312.0	420.0	241.0	480.0	934.0	317.0	628.0	574.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_freteri
ASV_16	155.0	470.0	251.0	177.0	167.0	379.0	321.0	803.0	219.0	433.0	178.0	163.0	367.0	530.0	200.0	276.0	314.0	352.0	273.0	370.0	320.0	541.0	209.0	413.0	319.0	397.0	201.0	415.0	870.0	296.0	544.0	568.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_muris
ASV_17	244.0	320.0	287.0	268.0	169.0	455.0	126.0	464.0	366.0	217.0	452.0	178.0	381.0	800.0	247.0	365.0	395.0	309.0	302.0	261.0	212.0	414.0	171.0	188.0	158.0	161.0	145.0	236.0	419.0	165.0	465.0	456.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_18	81.0	399.0	54.0	116.0	120.0	170.0	246.0	253.0	65.0	419.0	75.0	28.0	31.0	803.0	113.0	246.0	97.0	159.0	315.0	1446.0	558.0	732.0	247.0	322.0	287.0	517.0	324.0	446.0	226.0	222.0	299.0	274.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_muris
ASV_19	336.0	238.0	507.0	462.0	357.0	109.0	163.0	174.0	100.0	124.0	302.0	283.0	191.0	463.0	107.0	127.0	109.0	172.0	387.0	374.0	340.0	546.0	393.0	257.0	245.0	408.0	222.0	356.0	151.0	124.0	159.0	181.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_20	234.0	232.0	294.0	174.0	357.0	206.0	176.0	251.0	54.0	227.0	323.0	194.0	121.0	220.0	203.0	208.0	221.0	310.0	367.0	302.0	418.0	470.0	534.0	274.0	121.0	183.0	247.0	398.0	202.0	128.0	178.0	154.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_freteri
ASV_21	212.0	292.0	415.0	293.0	184.0	252.0	261.0	373.0	94.0	357.0	302.0	411.0	312.0	165.0	188.0	267.0	220.0	492.0	151.0	124.0	162.0	264.0	178.0	189.0	125.0	119.0	159.0	282.0	281.0	133.0	302.0	294.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_22	229.0	307.0	365.0	273.0	210.0	297.0	264.0	306.0	79.0	325.0	267.0	424.0	285.0	185.0	231.0	219.0	226.0	399.0	139.0	148.0	161.0	280.0	140.0	163.0	139.0	123.0	141.0	253.0	285.0	131.0	329.0	327.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_23	153.0	219.0	359.0	292.0	190.0	222.0	235.0	271.0	95.0	336.0	256.0	375.0	218.0	136.0	178.0	181.0	187.0	461.0	149.0	123.0	166.0	286.0	172.0	115.0	125.0	101.0	156.0	248.0	197.0	105.0	258.0	273.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_24	154.0	263.0	359.0	280.0	205.0	235.0	202.0	239.0	72.0	296.0	262.0	414.0	228.0	173.0	180.0	194.0	199.0	426.0	137.0	121.0	150.0	275.0	126.0	139.0	128.0	124.0	141.0	197.0	249.0	95.0	283.0	286.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_25	201.0	572.0	339.0	408.0	287.0	120.0	193.0	79.0	67.0	311.0	401.0	259.0	187.0	164.0	209.0	362.0	117.0	133.0	13.0	119.0	0.0	0.0	350.0	151.0	146.0	368.0	170.0	238.0	163.0	146.0	212.0	211.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_acidifaciens
ASV_26	108.0	109.0	98.0	248.0	123.0	66.0	84.0	19.0	39.0	54.0	402.0	539.0	276.0	150.0	320.0	200.0	234.0	158.0	213.0	348.0	436.0	597.0	124.0	77.0	254.0	390.0	123.0	139.0	18.0	103.0	162.0	165.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_muris
ASV_27	175.0	87.0	161.0	134.0	153.0	266.0	140.0	199.0	121.0	114.0	180.0	129.0	176.0	176.0	192.0	145.0	200.0	323.0	171.0	247.0	205.0	287.0	182.0	175.0	133.0	151.0	148.0	229.0	173.0	105.0	246.0	263.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Paramuribaculum; s__Paramuribaculum_intestinale
ASV_28	37.0	267.0	31.0	63.0	79.0	118.0	146.0	126.0	61.0	222.0	45.0	0.0	39.0	464.0	53.0	114.0	54.0	84.0	150.0	780.0	287.0	419.0	155.0	175.0	152.0	242.0	140.0	239.0	129.0	122.0	136.0	161.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_muris
ASV_29	81.0	82.0	97.0	213.0	112.0	45.0	61.0	17.0	28.0	71.0	346.0	475.0	204.0	89.0	264.0	177.0	214.0	145.0	182.0	196.0	416.0	519.0	65.0	48.0	242.0	282.0	128.0	102.0	12.0	67.0	128.0	95.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_muris
ASV_30	32.0	175.0	37.0	58.0	68.0	81.0	119.0	74.0	0.0	163.0	43.0	21.0	0.0	375.0	41.0	102.0	36.0	84.0	143.0	598.0	257.0	374.0	96.0	122.0	128.0	183.0	149.0	196.0	77.0	73.0	120.0	112.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_muris
ASV_31	449.0	3.0	11.0	67.0	92.0	0.0	393.0	0.0	0.0	0.0	89.0	48.0	0.0	0.0	1069.0	489.0	370.0	13.0	27.0	7.0	12.0	30.0	2.0	20.0	57.0	0.0	156.0	17.0	0.0	549.0	46.0	60.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix_alysoides
ASV_32	149.0	195.0	72.0	136.0	162.0	28.0	71.0	239.0	90.0	570.0	16.0	13.0	14.0	389.0	62.0	86.0	38.0	32.0	0.0	42.0	28.0	36.0	67.0	90.0	157.0	498.0	192.0	259.0	121.0	41.0	46.0	36.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_33	60.0	170.0	148.0	62.0	120.0	149.0	99.0	153.0	111.0	137.0	134.0	71.0	32.0	25.0	43.0	58.0	79.0	107.0	126.0	16.0	124.0	60.0	182.0	156.0	282.0	167.0	186.0	213.0	277.0	115.0	150.0	151.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_freteri
ASV_34	163.0	107.0	218.0	203.0	151.0	45.0	86.0	69.0	57.0	63.0	135.0	148.0	94.0	193.0	39.0	49.0	44.0	83.0	163.0	177.0	167.0	251.0	166.0	111.0	132.0	208.0	94.0	187.0	84.0	68.0	92.0	91.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1618.0	131.0	1923.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_acidifaciens
ASV_36	153.0	98.0	227.0	189.0	162.0	55.0	80.0	89.0	48.0	52.0	139.0	118.0	96.0	190.0	47.0	42.0	54.0	81.0	174.0	164.0	154.0	229.0	150.0	134.0	110.0	188.0	107.0	161.0	77.0	55.0	71.0	87.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_37	67.0	64.0	131.0	161.0	78.0	122.0	107.0	11.0	42.0	21.0	123.0	291.0	112.0	172.0	96.0	136.0	163.0	132.0	87.0	129.0	78.0	115.0	69.0	48.0	43.0	70.0	56.0	55.0	82.0	27.0	137.0	137.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum; s__Muribaculum_intestinale
ASV_38	45.0	149.0	123.0	49.0	79.0	123.0	57.0	130.0	79.0	97.0	115.0	56.0	27.0	0.0	29.0	44.0	65.0	105.0	84.0	7.0	110.0	44.0	133.0	133.0	194.0	145.0	124.0	172.0	228.0	80.0	126.0	118.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_freteri
ASV_39	117.0	129.0	45.0	87.0	151.0	10.0	24.0	171.0	54.0	494.0	17.0	24.0	17.0	278.0	32.0	57.0	27.0	37.0	38.0	32.0	30.0	41.0	43.0	72.0	99.0	334.0	195.0	175.0	96.0	23.0	48.0	31.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum; s__Muribaculum_gordoncarteri
ASV_40	69.0	53.0	99.0	80.0	84.0	141.0	70.0	103.0	46.0	60.0	100.0	78.0	80.0	91.0	108.0	87.0	100.0	167.0	82.0	136.0	93.0	143.0	83.0	100.0	66.0	82.0	71.0	123.0	92.0	42.0	134.0	149.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Paramuribaculum; s__Paramuribaculum_intestinale
ASV_41	42.0	112.0	122.0	47.0	108.0	108.0	76.0	120.0	58.0	91.0	109.0	54.0	23.0	13.0	31.0	38.0	79.0	118.0	119.0	9.0	103.0	43.0	94.0	117.0	199.0	124.0	133.0	178.0	203.0	79.0	104.0	126.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_freteri
ASV_42	253.0	11.0	58.0	219.0	147.0	33.0	235.0	33.0	51.0	30.0	145.0	312.0	135.0	174.0	109.0	238.0	153.0	38.0	103.0	176.0	74.0	0.0	0.0	42.0	0.0	31.0	65.0	11.0	0.0	0.0	0.0	46.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Waltera; s__Waltera_intestinalis
ASV_43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	333.0	458.0	570.0	635.0	113.0	180.0	6.0	68.0	85.0	102.0	109.0	170.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides_uniformis
ASV_44	77.0	113.0	95.0	89.0	53.0	163.0	45.0	155.0	104.0	67.0	29.0	24.0	31.0	136.0	78.0	101.0	124.0	116.0	101.0	73.0	64.0	133.0	63.0	42.0	57.0	55.0	56.0	57.0	148.0	58.0	157.0	158.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_45	77.0	33.0	33.0	42.0	0.0	121.0	160.0	155.0	48.0	57.0	113.0	66.0	34.0	34.0	64.0	268.0	122.0	73.0	41.0	64.0	0.0	31.0	377.0	93.0	39.0	162.0	117.0	4.0	47.0	0.0	126.0	128.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Peptococcaceae; g__Peptococcus; s__Peptococcus_niger
ASV_46	43.0	0.0	166.0	0.0	457.0	209.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	36.0	64.0	0.0	0.0	0.0	0.0	0.0	109.0	275.0	0.0	0.0	0.0	0.0	0.0	0.0	572.0	778.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Anaerotaenia; s__Anaerotaenia_torta
ASV_47	230.0	0.0	54.0	203.0	146.0	29.0	203.0	0.0	0.0	25.0	119.0	288.0	135.0	133.0	135.0	200.0	173.0	0.0	104.0	174.0	75.0	12.0	36.0	36.0	0.0	27.0	58.0	0.0	30.0	0.0	26.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Waltera; s__Waltera_intestinalis
ASV_48	89.0	66.0	214.0	103.0	132.0	57.0	78.0	80.0	43.0	42.0	114.0	153.0	79.0	32.0	80.0	109.0	57.0	124.0	80.0	73.0	98.0	135.0	103.0	73.0	16.0	46.0	27.0	80.0	32.0	50.0	72.0	67.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum; s__Muribaculum_gordoncarteri
ASV_49	59.0	28.0	72.0	59.0	60.0	91.0	42.0	66.0	63.0	55.0	83.0	47.0	74.0	64.0	80.0	58.0	94.0	183.0	68.0	104.0	93.0	107.0	80.0	69.0	54.0	80.0	71.0	114.0	59.0	25.0	106.0	130.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Paramuribaculum; s__Paramuribaculum_intestinale
ASV_50	332.0	37.0	65.0	83.0	83.0	276.0	123.0	14.0	99.0	0.0	34.0	8.0	20.0	123.0	308.0	89.0	35.0	0.0	72.0	27.0	131.0	29.0	0.0	132.0	43.0	0.0	0.0	9.0	18.0	46.0	14.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Waltera; s__Waltera_intestinalis
ASV_51	27.0	77.0	88.0	39.0	66.0	83.0	69.0	88.0	65.0	87.0	66.0	40.0	18.0	26.0	23.0	30.0	68.0	79.0	69.0	15.0	79.0	24.0	111.0	93.0	142.0	94.0	90.0	136.0	144.0	51.0	92.0	65.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_freteri
ASV_52	89.0	101.0	66.0	81.0	107.0	13.0	29.0	127.0	73.0	328.0	0.0	0.0	0.0	141.0	0.0	52.0	0.0	28.0	0.0	31.0	30.0	31.0	51.0	69.0	75.0	181.0	103.0	116.0	90.0	28.0	0.0	0.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_53	82.0	119.0	29.0	66.0	101.0	0.0	0.0	124.0	55.0	257.0	0.0	0.0	0.0	259.0	0.0	46.0	0.0	20.0	42.0	42.0	31.0	0.0	44.0	53.0	79.0	249.0	91.0	108.0	61.0	27.0	0.0	0.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum; s__Muribaculum_gordoncarteri
ASV_54	13.0	0.0	0.0	58.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	477.0	16.0	6.0	0.0	983.0	0.0	0.0	0.0	0.0	180.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Ruminococcus; s__Ruminococcus_flavefaciens
ASV_55	52.0	56.0	65.0	152.0	76.0	12.0	25.0	46.0	26.0	54.0	64.0	28.0	70.0	127.0	46.0	83.0	37.0	63.0	23.0	66.0	54.0	104.0	27.0	10.0	78.0	87.0	38.0	61.0	42.0	15.0	23.0	14.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_56	49.0	33.0	143.0	79.0	77.0	66.0	41.0	59.0	23.0	28.0	85.0	114.0	41.0	11.0	45.0	68.0	14.0	157.0	54.0	32.0	43.0	82.0	92.0	54.0	14.0	31.0	19.0	30.0	12.0	47.0	41.0	36.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum; s__Muribaculum_gordoncarteri
ASV_57	35.0	51.0	42.0	70.0	33.0	28.0	13.0	51.0	15.0	50.0	112.0	86.0	200.0	152.0	52.0	48.0	42.0	60.0	28.0	19.0	62.0	59.0	33.0	28.0	23.0	26.0	57.0	36.0	56.0	33.0	47.0	30.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum; s__Muribaculum_intestinale
ASV_58	0.0	0.0	31.0	0.0	3.0	48.0	0.0	16.0	0.0	13.0	52.0	334.0	0.0	0.0	91.0	304.0	263.0	0.0	58.0	69.0	8.0	20.0	36.0	0.0	28.0	104.0	28.0	19.0	5.0	0.0	5.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__Anaerobacterium; s__Anaerobacterium_chartisolvens
ASV_59	3.0	48.0	2.0	0.0	0.0	0.0	9.0	0.0	0.0	5.0	32.0	86.0	0.0	0.0	9.0	281.0	84.0	14.0	9.0	14.0	2.0	0.0	770.0	29.0	15.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Eubacteriaceae; g__Eubacterium; s__Eubacterium_coprostanoligenes
ASV_60	29.0	35.0	38.0	23.0	33.0	30.0	29.0	53.0	27.0	33.0	131.0	46.0	102.0	73.0	56.0	18.0	27.0	48.0	33.0	25.0	66.0	73.0	101.0	52.0	8.0	44.0	19.0	41.0	60.0	31.0	32.0	37.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
ASV_61	5.0	59.0	46.0	0.0	5.0	86.0	0.0	55.0	3.0	0.0	9.0	0.0	36.0	15.0	11.0	124.0	136.0	91.0	108.0	135.0	0.0	5.0	114.0	149.0	0.0	150.0	0.0	20.0	15.0	5.0	19.0	28.0	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus; s__Lactobacillus_intestinalis
ASV_62	290.0	30.0	34.0	0.0	74.0	122.0	28.0	0.0	0.0	33.0	35.0	0.0	0.0	0.0	285.0	54.0	0.0	34.0	76.0	0.0	125.0	0.0	0.0	79.0	42.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Lachnospiraceae; g__Kineothrix; s__Kineothrix_alysoides
ASV_63	0.0	0.0	3.0	0.0	0.0	27.0	192.0	7.0	25.0	10.0	0.0	0.0	253.0	18.0	15.0	221.0	185.0	0.0	13.0	24.0	196.0	0.0	0.0	0.0	0.0	8.0	2.0	0.0	13.0	6.0	46.0	60.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Clostridiaceae; g__Clostridium; s__Clostridium_phoceensis
ASV_64	0.0	129.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144.0	75.0	87.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	260.0	207.0	43.0	31.0	80.0	59.0	0.0	87.0	0.0	0.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Muribaculum; s__Muribaculum_gordoncarteri
ASV_65	19.0	13.0	0.0	76.0	70.0	32.0	42.0	8.0	6.0	16.0	82.0	267.0	21.0	0.0	0.0	28.0	36.0	3.0	0.0	205.0	4.0	0.0	12.0	37.0	0.0	38.0	51.0	5.0	0.0	4.0	42.0	83.0	k__Bacteria; p__Firmicutes; c__Clostridia; o__Eubacteriales; f__Oscillospiraceae; g__[Eubacterium]; s__[Eubacterium]_siraeum
ASV_66	59.0	50.0	21.0	46.0	66.0	4.0	0.0	49.0	15.0	106.0	8.0	7.0	5.0	107.0	10.0	37.0	9.0	18.0	15.0	25.0	14.0	12.0	16.0	37.0	55.0	171.0	96.0	76.0	33.0	17.0	0.0	12.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Muribaculaceae; g__Duncaniella; s__Duncaniella_dubosii
